energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri,wrapped_year,track_popularity
0.0312,0.0731,171.593,0.0746,0.922,0.0,5,0.369,11,208933,-15.628,0.166,0,audio_features,spotify:track:1J3Dx5aJoXl2o4mvZSZZA2,2018,0
0.694,0.109,122.078,0.169,0.371,0.0,4,0.855,2,324189,-4.393,0.49,1,audio_features,spotify:track:0dbTQYW3Ad1FTzIA9t90E8,2018,74
0.436,0.342,82.994,0.155,0.331,1.3e-05,4,0.782,2,268933,-7.033,0.243,1,audio_features,spotify:track:5u6vkDnOyaf8LsteDAj2ub,2018,75
0.915,0.0845,127.974,0.058,0.0656,0.805,4,0.475,5,197327,-6.55,0.465,1,audio_features,spotify:track:2G2WlObIWQarFpjFISSxMX,2018,35
0.47,0.109,119.021,0.0312,0.601,0.0809,4,0.548,7,253732,-10.025,0.159,1,audio_features,spotify:track:6DIt3ZlvMncy7oJ7Z3zrhh,2018,18
0.58,0.096,125.023,0.0457,0.696,0.278,4,0.608,2,234680,-12.897,0.0306,1,audio_features,spotify:track:2Y7pSUrb0frmy9vKVHUlOg,2018,45
0.72,0.282,155.995,0.0517,0.0212,0.000355,4,0.447,11,235200,-7.504,0.296,1,audio_features,spotify:track:2WmDlNSXpyYgMK0ws7ZWDa,2018,56
0.18,0.121,75.265,0.0413,0.993,0.832,4,0.297,7,211547,-16.522,0.177,0,audio_features,spotify:track:3ZuXIVoa0q3D21CJY4ZLjd,2018,51
0.816,0.159,181.982,0.269,0.00263,0.0,4,0.817,2,190288,-5.402,0.508,1,audio_features,spotify:track:2UVbBKQOdFAekPTRsnkzcf,2018,76
0.913,0.114,93.35,0.0736,0.0934,0.000124,4,0.567,8,210926,-6.471,0.792,1,audio_features,spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,2018,20
0.681,0.18,113.989,0.111,0.249,0.0,4,0.835,8,202087,-4.357,0.687,1,audio_features,spotify:track:1m4C9zlV89rXTfXStluvec,2018,65
0.383,0.092,67.669,0.0844,0.667,1.44e-06,4,0.451,11,218293,-9.369,0.111,0,audio_features,spotify:track:4I1o10KjPFASPtaFZbwFJ9,2018,38
0.756,0.106,117.016,0.047,0.00632,0.00577,4,0.736,11,231847,-7.099,0.712,1,audio_features,spotify:track:1NbGcdgwRHZ5rbPIT9hdR3,2018,14
0.559,0.379,78.534,0.0416,0.0372,0.0,4,0.706,4,217405,-5.216,0.252,0,audio_features,spotify:track:3DoBTwfr8yi2LN08SBpFkN,2018,70
0.812,0.357,187.077,0.0573,0.0103,0.575,4,0.488,1,199379,-6.704,0.495,0,audio_features,spotify:track:73kPwa4mflDC7ZvrEPV9E7,2018,37
0.68,0.116,89.391,0.321,0.555,0.0,4,0.56,6,173800,-7.648,0.319,0,audio_features,spotify:track:0d2iYfpKoM0QCKvcLCkBao,2018,86
0.588,0.0498,120.042,0.11,0.00319,0.000162,4,0.892,1,172630,-4.287,0.753,0,audio_features,spotify:track:0j77ikAaghcss4idQVcAXT,2018,5
0.139,0.13,80.877,0.0305,0.91,0.0223,4,0.272,6,193019,-17.403,0.174,1,audio_features,spotify:track:3RjDNn71OdwCdoZLNbwMNA,2018,38
0.346,0.0871,75.016,0.351,0.0151,7.04e-06,4,0.884,8,220307,-8.228,0.376,0,audio_features,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,2018,81
0.204,0.69,129.504,0.0408,0.966,4.12e-05,4,0.472,9,253907,-13.419,0.296,1,audio_features,spotify:track:7htt7UuxHL5wneOcMWJP5E,2018,65
0.532,0.0925,136.571,0.0286,0.432,6.25e-06,4,0.601,10,281613,-9.119,0.341,1,audio_features,spotify:track:3gdewACMIVMEWVbyb8O9sY,2018,83
0.814,0.115,147.065,0.195,0.118,5.3e-06,4,0.422,9,354320,-7.365,0.411,1,audio_features,spotify:track:272Z4tzaSMMcgrZ0R494S2,2018,54
0.725,0.112,90.012,0.0426,0.000365,0.553,4,0.559,10,373307,-8.631,0.501,0,audio_features,spotify:track:39tLc4Xp58Lu4KcWHggeE2,2018,13
0.187,0.0897,87.782,0.0338,0.89,0.0,4,0.51,1,211316,-12.12,0.369,1,audio_features,spotify:track:3YToI74MpP1RN2b2VYlhMQ,2018,54
0.568,0.512,86.986,0.0703,0.218,0.0021,4,0.571,1,547733,-3.827,0.109,0,audio_features,spotify:track:3DK6m7It6Pw857FcQftMds,2018,75
0.671,0.167,81.994,0.0599,0.68,0.0,4,0.749,6,268864,-5.151,0.756,1,audio_features,spotify:track:6GNifiuBPrKFpwNBYnooFm,2018,63
0.705,0.128,137.133,0.299,0.000813,0.0,4,0.645,1,229670,-5.008,0.376,1,audio_features,spotify:track:51rXHuKN8Loc4sUlKPODgH,2018,75
0.353,0.0512,67.924,0.356,0.817,0.0,3,0.499,1,200667,-12.452,0.352,1,audio_features,spotify:track:3dnaUhyD5xmG9znnFwhDzd,2018,1
0.39,0.241,138.111,0.0282,0.89,0.116,3,0.382,4,169922,-7.916,0.256,1,audio_features,spotify:track:391M9YmMYZVdUPEriMhcp5,2018,0
0.666,0.068,96.992,0.0275,0.00343,0.000104,4,0.664,0,261986,-5.116,0.364,1,audio_features,spotify:track:3rFeq7vjP5iyhEDssZV49n,2018,61
0.831,0.118,173.948,0.15,0.0168,0.0,4,0.713,1,332301,-4.75,0.584,0,audio_features,spotify:track:1BuZAIO8WZpavWVbbq3Lci,2018,76
0.78,0.13,125.999,0.122,0.224,0.0,4,0.469,10,233061,-6.49,0.444,0,audio_features,spotify:track:1YmF9PvLhIISIANoMLIYGq,2018,70
0.727,0.0759,98.97,0.0777,0.09,5.83e-06,4,0.874,8,214160,-7.689,0.427,1,audio_features,spotify:track:17jeLyQcEUmKv3MXeEo79k,2018,61
0.605,0.0925,127.0,0.0449,0.569,0.0,4,0.739,10,199800,-3.632,0.623,1,audio_features,spotify:track:5OQByVDbs9788HBRIBqgNW,2018,52
0.832,0.661,125.894,0.0758,0.0384,0.00241,4,0.757,4,217933,-3.318,0.386,0,audio_features,spotify:track:5vsRm2aCBl5T2qdpvwtrf6,2018,60
0.13,0.0941,109.852,0.0369,0.898,0.0223,4,0.493,4,187899,-18.725,0.119,1,audio_features,spotify:track:1Av69kr9JitqPWo7WJLS5q,2019,83
0.726,0.103,105.543,0.0399,0.108,0.904,4,0.555,8,296016,-6.264,0.417,1,audio_features,spotify:track:2IkK0qCVW7Z3Fa8pW0vXM0,2019,60
0.498,0.0947,80.022,0.0827,0.162,0.0,4,0.59,9,194337,-6.845,0.504,1,audio_features,spotify:track:6gSw5vz7dcafda23VqMrnl,2019,70
0.32,0.0822,91.019,0.0546,0.837,0.0,4,0.764,11,189486,-7.209,0.575,1,audio_features,spotify:track:2b8fOow8UzyDFAE27YhOZM,2019,100
0.535,0.212,88.033,0.055,0.226,0.0,4,0.444,9,224148,-7.051,0.158,1,audio_features,spotify:track:6S4vdF9ENvX8WN8PvJ6soA,2019,64
0.348,0.134,114.763,0.0301,0.769,2.44e-06,4,0.388,3,136853,-8.985,0.132,1,audio_features,spotify:track:7jlqjY6QBfzu5akxt1b9JC,2019,44
0.512,0.13,142.939,0.0864,0.0926,9.95e-06,4,0.781,0,184615,-7.316,0.149,1,audio_features,spotify:track:5TQUXqzqfLsNAeC1eS5LEH,2019,55
0.441,0.0645,112.457,0.0449,0.00178,0.541,4,0.934,10,274924,-7.774,0.765,0,audio_features,spotify:track:17wlfpe00lYXyroKSOKzVg,2019,43
0.897,0.03,143.174,0.0397,0.000178,0.72,4,0.567,7,288693,-4.106,0.689,1,audio_features,spotify:track:2fRU6kBD4ghcB2o77zwzKG,2019,32
0.183,0.108,109.011,0.043,0.887,0.0,4,0.518,0,207573,-10.246,0.106,1,audio_features,spotify:track:3pU68iUbatcIjQD7PlIzFX,2019,59
0.65,0.372,167.788,0.128,0.422,0.000275,4,0.552,1,180019,-7.199,0.316,1,audio_features,spotify:track:3xaugmCyXrVkrDTXbFkMW3,2019,83
0.709,0.107,182.007,0.0447,0.447,0.227,4,0.636,1,213159,-5.168,0.242,0,audio_features,spotify:track:2c72Qa7HHbMN4gaaUY3JKd,2019,45
0.568,0.512,86.986,0.0703,0.218,0.0021,4,0.571,1,547733,-3.827,0.109,0,audio_features,spotify:track:3DK6m7It6Pw857FcQftMds,2019,75
0.486,0.144,109.015,0.0374,0.44,4.28e-05,4,0.743,3,192067,-7.347,0.346,1,audio_features,spotify:track:3DiRnA7UDlUPrGDOF9Zb4u,2019,58
0.593,0.163,136.543,0.0282,0.0117,0.0195,4,0.489,2,217000,-7.747,0.308,1,audio_features,spotify:track:1tAH1FV5PeQgw41L9UkpJ5,2019,8
0.522,0.0685,89.96,0.0575,0.533,0.0,4,0.755,2,157560,-4.368,0.925,1,audio_features,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,2019,88
0.638,0.0609,60.03,0.0459,0.226,0.0,4,0.511,0,208347,-7.202,0.205,1,audio_features,spotify:track:1IcEofBOoS01ouUsqdn8ke,2019,51
0.374,0.131,120.013,0.112,0.429,0.0013,4,0.838,0,225229,-11.991,0.28,0,audio_features,spotify:track:1zpLBaEx3KX98Cknyi9Ai1,2019,48
0.593,0.0947,129.964,0.0325,0.314,0.0,4,0.612,4,291187,-8.26,0.303,1,audio_features,spotify:track:4bI9GiEtd2RcJ1MaFMDrkg,2019,42
0.353,0.102,88.031,0.31,0.588,0.0,4,0.81,6,208293,-9.931,0.0727,0,audio_features,spotify:track:0AluA5RNsa4Cx6XRhf2hWZ,2019,79
0.361,0.112,110.024,0.0403,0.0398,1.46e-05,4,0.838,9,209455,-7.607,0.0397,1,audio_features,spotify:track:4xusvftpAHJk39HFAz0aj3,2019,47
0.742,0.119,119.977,0.0266,0.661,0.00383,4,0.641,9,184813,-6.408,0.562,0,audio_features,spotify:track:6KZtcFiIassYrco3cdNMbX,2019,36
0.173,0.138,79.998,0.039,0.906,0.877,4,0.534,1,168392,-15.786,0.154,0,audio_features,spotify:track:4NBYp73qsxFh9yUUnMy6jz,2019,52
0.679,0.224,149.972,0.0517,0.195,0.00111,4,0.689,7,209773,-5.893,0.475,1,audio_features,spotify:track:2YyvWje3cEYyqgYhNUIaBJ,2019,78
0.618,0.0567,131.929,0.0593,0.0772,0.751,4,0.57,11,246587,-13.221,0.0661,1,audio_features,spotify:track:3iSYUXuWmUL2XY3VA2kTQo,2019,16
0.44,0.234,76.883,0.033,0.0515,0.868,3,0.431,7,296080,-10.288,0.0384,1,audio_features,spotify:track:2Xs7CP4Gw8wJ8qX8fkrCAB,2019,56
0.539,0.101,99.947,0.178,0.163,2.1e-06,4,0.833,11,149520,-7.399,0.385,0,audio_features,spotify:track:6MWtB6iiXyIwun0YzU6DFP,2019,57
0.543,0.107,126.001,0.0398,0.623,0.0706,4,0.752,1,233280,-9.483,0.282,1,audio_features,spotify:track:044qU7kwVZaDwzWnRsmVVL,2019,65
0.714,0.122,89.996,0.044,0.000242,0.636,4,0.547,10,373000,-8.628,0.541,0,audio_features,spotify:track:2oDqmfa2g8W893LlwJG1qu,2019,65
0.704,0.166,133.002,0.0476,0.0691,0.0,4,0.719,1,187436,-4.724,0.628,1,audio_features,spotify:track:25sgk305KZfyuqVBQIahim,2019,89
0.493,0.13,89.959,0.0316,0.268,0.0343,4,0.526,4,282317,-8.636,0.0838,0,audio_features,spotify:track:4dDoIid58lgImNuYAxTRyM,2019,54
0.209,0.173,92.07,0.0325,0.763,0.0,4,0.584,0,204130,-9.968,0.239,1,audio_features,spotify:track:67sfxK4pD41HJ4FQRkDYo1,2019,44
0.48,0.0696,104.148,0.0344,0.402,9.6e-06,4,0.599,1,239961,-8.101,0.248,0,audio_features,spotify:track:5F7Q8pluSbCWA64Gcg5fOv,2019,49
0.413,0.104,139.979,0.0351,0.715,6.64e-05,4,0.675,5,218947,-8.051,0.206,1,audio_features,spotify:track:7oHijHxh7cI40fNC4S619V,2019,61
0.825,0.651,125.896,0.076,0.0387,0.0025,4,0.757,4,217933,-3.297,0.413,0,audio_features,spotify:track:58FDNEheGy0rsZskL7dyMm,2019,58
0.787,0.0833,169.921,0.0448,0.436,0.0,4,0.704,4,306907,-4.155,0.922,0,audio_features,spotify:track:6SCAi4qFxvPEaFHnQAgKkw,2019,41
0.61,0.426,99.991,0.217,0.322,0.000203,4,0.667,1,241160,-7.054,0.465,1,audio_features,spotify:track:7FOJvA3PxiIU0DN3JjQ7jT,2019,74
0.647,0.102,106.96,0.0658,0.28,0.0,4,0.724,1,207333,-5.642,0.435,1,audio_features,spotify:track:2rPE9A1vEgShuZxxzR2tZH,2019,29
0.464,0.238,109.004,0.0645,0.368,1.71e-05,4,0.901,5,203267,-9.789,0.638,0,audio_features,spotify:track:1fewSx2d5KIZ04wsooEBOz,2019,81
0.467,0.0941,82.081,0.0715,0.248,0.0,4,0.697,9,229413,-7.536,0.572,1,audio_features,spotify:track:3goSVuTt3fDYDP6kRnFwuL,2019,79
0.438,0.123,126.028,0.0356,0.867,0.0723,4,0.523,0,245240,-11.49,0.106,0,audio_features,spotify:track:7rbCL7W893Zonbfnevku5s,2019,69
0.449,0.122,115.959,0.0921,0.353,4.31e-06,4,0.897,7,178298,-9.353,0.631,1,audio_features,spotify:track:0tCD4um9Mbqli92icIS3Jo,2019,56
0.485,0.112,150.017,0.391,0.0287,0.0,4,0.856,10,140800,-6.898,0.45,0,audio_features,spotify:track:254AvH1hKRP6GIO4zRAmDx,2019,10
0.706,0.39,99.856,0.0308,0.00999,0.00298,4,0.496,8,238413,-6.653,0.311,1,audio_features,spotify:track:6GtqpDmTZst7GmEmJ8K9yi,2019,25
0.378,0.242,73.262,0.0436,0.807,0.0,4,0.402,1,199052,-8.682,0.317,0,audio_features,spotify:track:79yScU3wNnv2yPF3awYqnU,2019,70
0.626,0.313,101.971,0.208,0.00572,0.0,4,0.547,2,199867,-6.244,0.346,1,audio_features,spotify:track:4qYLPta5HZ36idWiXtqh7B,2019,63
0.481,0.216,149.025,0.313,0.282,0.0,4,0.556,11,120137,-7.663,0.581,1,audio_features,spotify:track:05t7JMip6JrLuSrMV5yYjX,2019,78
0.557,0.124,150.073,0.0318,0.74,0.0,4,0.652,1,169354,-5.714,0.483,0,audio_features,spotify:track:2qxmye6gAegTMjLKEBoR3d,2019,88
0.563,0.0895,124.02,0.0364,0.0952,7.02e-05,4,0.519,11,280743,-5.04,0.345,1,audio_features,spotify:track:70Ukvwcp6LkgfRiuUhGV7l,2019,58
0.891,0.406,119.91,0.0901,0.00615,0.0,4,0.767,0,195334,-3.01,0.824,1,audio_features,spotify:track:0onslUNmSLDkuYaideYWir,2019,21
0.354,0.102,123.636,0.0387,0.829,0.0112,3,0.686,10,169107,-9.284,0.283,1,audio_features,spotify:track:5H3ChVfItCaDpj1vPbigyX,2019,50
0.52,0.222,102.998,0.0656,0.45,1.97e-06,4,0.741,8,171030,-7.513,0.347,1,audio_features,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,2019,89
0.885,0.0997,118.506,0.052,0.0804,0.746,4,0.613,10,263213,-7.463,0.919,1,audio_features,spotify:track:6wVViUl2xSRoDK2T7dMZbR,2019,68
0.752,0.138,132.033,0.0362,0.723,0.136,4,0.545,2,224720,-6.745,0.232,1,audio_features,spotify:track:0G2tHYsAHueVaPhTTBbVna,2019,54
0.23,0.107,113.014,0.0361,0.795,0.00856,4,0.754,3,299515,-14.271,0.194,1,audio_features,spotify:track:1KaqSfCImt1391GQFOW8Nk,2019,29
0.158,0.121,79.833,0.04,0.773,0.0227,4,0.49,9,375933,-18.148,0.0826,1,audio_features,spotify:track:1lo9k4PrxFd5Np4cAxXoKo,2019,60
0.597,0.195,100.051,0.037,0.339,0.0404,4,0.585,0,324674,-7.499,0.227,1,audio_features,spotify:track:4RVbK6cV0VqWdpCDcx3hiT,2019,76
0.772,0.0772,135.011,0.0324,0.469,4.68e-05,4,0.743,6,203035,-6.21,0.664,1,audio_features,spotify:track:50XReYqCmJKXb1hxbkOVeU,2019,26
0.29,0.118,166.467,0.051,0.952,0.00106,4,0.379,4,201080,-8.485,0.169,1,audio_features,spotify:track:4RL77hMWUq35NYnPLXBpih,2019,76
0.66,0.11,93.004,0.0229,0.2,0.0279,4,0.611,8,259787,-7.374,0.136,1,audio_features,spotify:track:79HLU1I0pHyHjwxEfCKA7K,2019,34
0.585,0.153,126.058,0.0924,0.264,0.0,4,0.8,10,213400,-7.343,0.779,1,audio_features,spotify:track:6PGoSes0D9eUDeeAafB2As,2019,82
0.392,0.0948,90.379,0.0267,0.649,0.000227,4,0.534,9,216533,-7.636,0.163,0,audio_features,spotify:track:28cnXtME493VX9NOw9cIUh,2019,77
0.573,0.538,113.088,0.0549,0.118,0.0,4,0.724,7,135920,-4.113,0.438,1,audio_features,spotify:track:4KW1lqgSr8TKrvBII0Brf8,2019,76
0.506,0.0866,145.965,0.0434,0.173,0.0,4,0.674,6,259333,-10.532,0.183,1,audio_features,spotify:track:5WoaF1B5XIEnWfmb5NZikf,2019,79
0.744,0.102,199.837,0.0563,0.677,0.0331,4,0.592,6,226998,-9.197,0.49,1,audio_features,spotify:track:0pF0Ci9E9Xke2clf0l1C61,2019,28
0.518,0.291,101.992,0.0306,0.337,6.14e-05,4,0.696,9,206093,-6.857,0.288,1,audio_features,spotify:track:5FjfsP5wXlOYO4QV4Cmeg7,2019,43
0.204,0.106,79.826,0.0331,0.919,0.0,4,0.616,6,191000,-11.421,0.419,0,audio_features,spotify:track:5dXI2NV7X2c4anyLFbQdEX,2019,19
0.723,0.0212,130.519,0.0507,0.025,0.00354,4,0.752,7,228840,-12.126,0.94,1,audio_features,spotify:track:4uvjOKsp7mSjrDhWdkLPBY,2019,69
0.937,0.168,143.037,0.0568,5.5e-05,0.246,4,0.448,2,296733,-3.833,0.314,1,audio_features,spotify:track:7f6294j6awMKzkePCiRbjj,2019,38
0.566,0.081,96.412,0.03,0.771,0.553,4,0.281,2,236278,-7.618,0.163,1,audio_features,spotify:track:1kzRusZT8rL5sG5hYeYp0c,2019,29
0.27,0.0989,77.673,0.0332,0.92,4.25e-06,3,0.196,0,253947,-9.341,0.143,1,audio_features,spotify:track:6AM2EPDzlozGJYgmPVbAFT,2019,29
0.262,0.456,108.381,0.0276,0.313,5.51e-06,4,0.512,0,243000,-16.875,0.357,1,audio_features,spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,2019,69
0.937,0.168,143.037,0.0568,5.5e-05,0.246,4,0.448,2,296733,-3.833,0.314,1,audio_features,spotify:track:02PFVggEm3rYKrkWpkhxXH,2019,29
0.224,0.109,206.727,0.0406,0.863,0.000377,4,0.315,0,252067,-11.94,0.0727,1,audio_features,spotify:track:5jQ5iwHkqyk6HgxLOFdJo1,2019,55
0.688,0.355,122.48,0.032,0.0199,0.000106,4,0.372,0,297187,-6.759,0.151,1,audio_features,spotify:track:6YO4a8hliYuF9FefolWOLX,2019,41
0.366,0.641,86.997,0.0378,0.969,0.267,3,0.545,2,208212,-9.51,0.1,1,audio_features,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,2019,76
0.745,0.096,80.002,0.223,0.158,1.65e-05,4,0.631,11,186000,-6.469,0.482,1,audio_features,spotify:track:4mTl6m1Ef4nvAD1tTOwlqy,2019,41
0.15,0.109,109.699,0.0354,0.94,0.00593,4,0.392,0,248918,-11.099,0.126,1,audio_features,spotify:track:3Tmhp8apMrYhRRDz3BZ0eT,2019,25
0.848,0.18,171.898,0.0339,9.67e-05,0.0242,4,0.558,8,182600,-7.566,0.534,1,audio_features,spotify:track:1V8nTYCrFNqjXhpctr5tcq,2019,12
0.713,0.0927,121.989,0.0327,0.102,1.15e-05,4,0.854,2,273787,-7.11,0.471,0,audio_features,spotify:track:2kWFC9t5BROuviHaRxX6q8,2019,37
0.435,0.0913,90.033,0.0647,0.464,5.27e-06,4,0.784,8,195356,-9.197,0.865,1,audio_features,spotify:track:0VaIsQoIQY10uxBrOyZ5cQ,2019,63
0.624,0.123,158.087,0.114,0.11,0.0,4,0.715,4,173325,-3.046,0.412,0,audio_features,spotify:track:5qmq61DAAOUaW8AUo8xKhh,2019,91
0.599,0.366,91.995,0.0282,0.0198,0.00142,4,0.426,11,275547,-7.737,0.102,1,audio_features,spotify:track:0GDz2tPdh6FbxJxM75SQB4,2019,51
0.537,0.229,113.988,0.0795,0.278,0.0,4,0.783,9,222866,-2.921,0.393,1,audio_features,spotify:track:7n1940b6kHcaEewFSZXnXa,2019,75
0.474,0.195,98.854,0.0518,0.826,0.58,4,0.134,9,203227,-13.864,0.133,0,audio_features,spotify:track:6PrKZUXJPmBiobMN44yR8Y,2019,61
0.598,0.253,129.988,0.0535,0.00175,4.44e-06,4,0.775,2,232560,-7.274,0.356,1,audio_features,spotify:track:0lnIJmgcUpEpe4AZACjayW,2019,74
0.69,0.0862,146.122,0.0346,0.318,1.65e-06,4,0.445,2,225147,-2.906,0.227,1,audio_features,spotify:track:6PAZ0CFnPHWumSQxOvbYOw,2019,28
0.711,0.104,113.809,0.0478,0.422,0.0,4,0.671,2,248440,-7.813,0.466,1,audio_features,spotify:track:11IzgLRXV7Cgek3tEgGgjw,2019,73
0.197,0.107,130.367,0.0329,0.88,0.0,4,0.581,3,214293,-7.697,0.349,1,audio_features,spotify:track:79qxwHypONUt3AFq0WPpT9,2019,75
0.579,0.129,121.075,0.0801,0.00881,0.0,4,0.826,8,212013,-8.241,0.431,0,audio_features,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,2019,77
0.836,0.184,120.023,0.0584,0.167,0.00157,4,0.695,11,254133,-7.231,0.412,0,audio_features,spotify:track:2pxpJ9lmbqPEIk3M7ezLR0,2019,55
0.197,0.085,74.982,0.0294,0.419,0.0518,4,0.411,9,230493,-9.671,0.0934,1,audio_features,spotify:track:0gzX0yIvW3dDlL5r77tNof,2019,22
0.425,0.1,135.128,0.375,0.328,0.13,4,0.701,7,194088,-10.965,0.562,1,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,2019,96
0.235,0.351,127.147,0.0418,0.349,0.0397,4,0.579,8,231582,-18.145,0.216,1,audio_features,spotify:track:7iexUAkRmN2cSKZEsGK8hN,2019,25
0.533,0.134,131.155,0.0426,0.782,0.0142,4,0.437,1,230200,-9.552,0.638,1,audio_features,spotify:track:4JvclO8lNugobD1afavcYS,2019,63
0.433,0.0765,146.097,0.0295,0.0901,0.00394,4,0.653,11,274600,-10.487,0.582,1,audio_features,spotify:track:6aXGgKVRGXlMqQYCIQqo4s,2019,67
0.761,0.0757,140.084,0.0334,0.000105,0.0456,4,0.399,9,304907,-6.318,0.243,1,audio_features,spotify:track:44jJCNW8frQLEWpYuAQz47,2019,52
0.555,0.11,102.971,0.0459,0.656,0.000289,4,0.714,6,205130,-7.55,0.329,0,audio_features,spotify:track:2U6hcDLZHYRSd9Up0mMe9W,2019,53
0.647,0.122,99.994,0.0314,0.0533,0.0932,4,0.672,1,241041,-6.264,0.237,1,audio_features,spotify:track:50pEs4BEQlgoZo6rKHNtEA,2019,59
0.234,0.187,93.992,0.0277,0.793,0.00375,3,0.332,10,178640,-11.823,0.256,1,audio_features,spotify:track:0Sg9bWEaPtDO2JE7qwcMvy,2019,60
